"","ctrl_g1","taz_g1","ctrl_g2","taz_g2","ctrl_g3","taz_g3","ctrl_g4","taz_g4","ctrl_g5","taz_g5","ctrl_g6","taz_g6","ctrl_g7","taz_g7","ctrl_g8","taz_g8"
"ESRRA",20.7491449700012,26.7291798131221,29.5337714785698,25.9820818060557,16.6149913670341,9.84725274573313,27.391416422852,21.2621235125112,30.873976285065,32.1212131812235,19.8479847330551,25.2122141713338,26.5334595277874,29.7005761398769,28.8674593878314,25.7537705828468
"ESS2",3.95221808952403,13.364589906561,1.96891809857132,9.27931493073419,7.81881946683956,13.7861538440264,10.7609135946919,8.6981414369364,11.2269004672964,15.6017321165943,9.92399236652753,6.05093140112012,5.30669190555748,10.6073486213846,16.4956910787608,9.27135740982483
"ESYT1",127.45903338715,132.691285500856,125.026299259279,120.631094099544,99.6899482022043,117.182307674224,109.565665691408,122.740440276769,107.591129478257,122.060610088649,102.217121375234,95.8064138510685,128.421944114491,101.830546765292,108.252972704368,128.768852914234
"ESYT2",164.017050715247,223.37957415252,172.280333624991,203.216996983079,174.946085570535,207.777032934969,164.348498537112,204.889553847835,196.470758177686,184.467538555026,155.806680154482,172.451544931923,169.81414097784,215.329177014108,155.678084555805,174.095489140044
"ESYT3",0.988054522381008,5.72768138852616,0,3.71172597229367,1.95470486670989,1.96945054914663,0.978264872244716,5.7987609579576,0.935575038941364,2.75324684410487,0,4.03395426741341,1.0613383811115,5.30367431069231,2.0619613848451,4.12060329325548
"ETAA1",18.7730359252391,18.1376577303329,16.7358038378562,12.9910409030279,20.5244011004538,12.8014285694531,13.695708211426,21.2621235125112,24.3249510124755,18.3549789606991,18.8555854964023,26.2207027381872,11.6747221922265,14.8502880699385,23.7125559257186,22.6633181129051
"ETF1",266.774721042872,220.515733458257,255.959352814272,207.856654448446,234.564584005187,198.914505463809,259.24019114485,274.474685343327,221.731284229103,246.874467021403,225.274626720175,205.731667638084,215.451691365634,207.904032979138,229.908694410228,213.241220425971
"ETFA",73.1160346561946,75.4144716155945,81.7101010907099,77.9462454181672,79.1655471017505,77.7932966912918,56.7393625901935,62.819910377874,82.33060342684,84.432903219216,83.3615358788312,57.4838483106411,91.2751007755887,65.7655614525846,69.0757063923107,71.0804068086571
"ETFB",16.7969268804771,14.3192034713154,18.7047219364276,10.2072464238076,29.3205730006483,9.84725274573313,14.6739730836707,16.4298227142132,27.1316761292995,23.8614726489089,27.7871786262771,20.1697713370671,21.2267676222299,27.5791064156,20.619613848451,15.4522623497081
"ETFBKMT",5.92832713428605,0.954613564754361,1.96891809857132,2.78379447922026,0,0.984725274573314,0.978264872244716,2.8993804789788,1.87115007788273,0.917748948034956,6.94679465656927,4.03395426741341,0,2.12146972427692,4.12392276969019,0
"ETFDH",16.7969268804771,6.68229495328052,13.7824266899993,6.49552045151393,9.77352433354944,9.84725274573313,1.95652974448943,11.5975219159152,11.2269004672964,8.25974053231461,15.878387786444,16.1358170696536,16.981414097784,12.7288183456615,10.3098069242255,11.3316590564526
"ETFRF1",1.97610904476202,1.90922712950872,1.96891809857132,1.85586298614684,0,5.90835164743988,0.978264872244716,1.9329203193192,5.61345023364818,0.917748948034956,1.98479847330551,2.01697713370671,8.49070704889198,3.18220458641538,9.27882623180294,8.24120658651096
"ETHE1",6.91638165666705,5.72768138852616,10.8290495421423,12.0631094099544,7.81881946683956,6.89307692201319,14.6739730836707,6.7652211176172,8.42017535047227,3.67099579213982,10.9163916031803,9.07639710168018,8.49070704889198,8.48587889710769,6.18588415453529,10.3015082331387
"ETNK1",17.7849814028581,23.865339118859,22.6425581335702,25.0541503129823,16.6149913670341,24.6181318643328,20.543562317139,20.2956633528516,12.1624755062377,38.5454558174682,18.8555854964023,22.1867484707738,20.1654292411184,25.4576366913231,34.0223628499441,29.8743738761022
"ETNK2",8.89249070142907,16.2284306008241,9.84459049285661,12.0631094099544,8.7961719001945,11.8167032948798,6.84785410571301,13.5304422352344,10.291325428355,15.6017321165943,13.8935893131385,12.1018628022402,14.858737335561,6.36440917283077,12.3717683090706,13.3919607030803
"ETNPPL",0,0,0,0,0,0,0,0,0,0,0.992399236652753,0,0,0,0,0
"ETS1",838.858289501475,246.290299706625,732.437532668532,234.766667747575,625.505557347164,243.227142819608,628.046047981108,295.736808855838,655.838102297896,266.147194930137,578.568754968555,238.003301777391,418.16732215793,257.758571499646,480.437002668908,249.296499241957
"ETS2",79.0443617904806,61.0952681442791,96.4769868299948,59.3876155566988,77.2108422350406,67.9460439455586,82.1742492685562,71.5180518148104,100.106529166726,78.0086605829713,52.5971595425959,75.6366425140015,32.9014898144564,43.4901293476769,62.8898222377755,60.7788985755184
"ETV1",80.0324163128616,61.0952681442791,63.989838203568,46.3965746536709,69.3920227682011,47.266813179519,70.4350708016196,38.658406386384,66.4258277648368,50.4761921419226,59.5439541991652,36.3055884067207,70.0483331533588,50.9152733826461,65.9827643150431,48.4170886957519
"ETV2",0,0,0,0,0,3.93890109829325,0,0,0,0.917748948034956,0,0,0,0,1.03098069242255,0
"ETV3",29.6416356714302,27.6837933778765,32.4871486264268,29.6938077783494,43.0035070676176,35.4501098846393,31.3044759118309,26.0944243108092,48.6499020249509,28.4502173890836,31.7567755728881,22.1867484707738,42.4535352444599,19.0932275184923,26.8054980029863,24.7236197595329
"ETV4",34.5819082833353,37.2299290254201,50.2074115135687,50.1083006259646,44.9582119343274,32.4959340609193,48.9132436122358,35.7590259074052,48.6499020249509,49.5584431938876,42.6731671760684,30.2546570056006,71.1096715344703,28.6398412777385,51.5490346211274,48.4170886957519
"ETV5",109.674051984292,68.732176662314,97.4614458792805,71.4507249666532,91.8711287353648,76.8085714167185,100.761281841206,53.155308781278,94.4930789330777,50.4761921419226,99.2399236652753,68.577222546028,96.5817926811462,58.3404174176154,73.1996291620009,65.9296526920877
"ETV6",38.5341263728593,51.5491324967355,39.3783619714265,38.9731227090836,59.6184984346516,55.1446153761056,46.9567138677464,26.0944243108092,41.16530171342,42.216451609608,38.7035702294574,28.2376798718939,37.1468433389024,37.1257201748461,50.5180539287049,39.1457312859271
"ETV7",0,0,4.92229524642831,0,0.977352433354944,0,2.93479461673415,0,4.67787519470682,0.917748948034956,1.98479847330551,1.00848856685335,1.0613383811115,0,0,2.06030164662774
"EVA1A",32.6057992385733,18.1376577303329,30.5182305278555,25.9820818060557,38.1167449008428,15.755604393173,28.3696812950968,19.329203193192,36.4874265187132,22.9437237008739,36.7187717561518,33.2801227061606,48.8215655311289,40.3079247612615,27.8364786954088,20.6030164662774
"EVA1C",5.92832713428605,1.90922712950872,3.93783619714264,3.71172597229367,8.7961719001945,0,5.8695892334683,4.832300798298,2.80672511682409,4.58874474017478,4.96199618326376,3.02546570056006,5.30669190555748,1.06073486213846,6.18588415453529,0
"EVC",40.5102354176213,50.5945189319811,35.4405257742838,44.5407116675241,46.9129168010373,55.1446153761056,39.1305948897886,43.490707184682,39.2941516355373,44.9696984537129,29.7719770995826,48.4074512089609,56.2509341989093,59.4011522797538,48.4560925438598,58.7185969288906
"EVC2",0,0,0,0,0,0,0.978264872244716,0,0,0.917748948034956,0,0,0,0,0,0
"EVI2A",36.5580173280973,30.5476340721395,32.4871486264268,25.0541503129823,35.184687600778,19.6945054914663,22.5000920616285,23.1950438318304,36.4874265187132,30.2857152851536,27.7871786262771,26.2207027381872,19.1040908600069,23.3361669670461,15.4647103863382,29.8743738761022
"EVI2B",29.6416356714302,7.63690851803489,39.3783619714265,24.1262188199089,24.4338108338736,20.6792307660396,17.6087677004049,14.496902394894,24.3249510124755,12.8484852724894,18.8555854964023,17.144305636507,31.8401514333449,21.2146972427692,17.5266717711833,8.24120658651096
"EVI5",61.2593803876225,67.7775630975596,71.8655105978533,95.5769437865621,70.369375201556,88.6252747115982,82.1742492685562,64.7528306971932,59.8768024922473,75.2554137388664,66.4907488557344,85.721528182535,90.2137623944772,76.3729100739692,100.005127164987,70.0502559853432
"EVI5L",34.5819082833353,25.7745662483677,32.4871486264268,37.1172597229368,42.0261546342626,34.465384610066,44.0219192510122,35.7590259074052,47.7143269860095,36.7099579213982,35.7263725194991,37.3140769735741,58.3736109611323,25.4576366913231,43.301189081747,45.3266362258103
"EVL",4.94027261190504,10.500749212298,7.87567239428529,12.9910409030279,3.90940973341978,3.93890109829325,3.91305948897886,10.6310617562556,3.74230015576545,9.17748948034956,6.94679465656927,12.1018628022402,2.12267676222299,11.6680834835231,11.340787616648,10.3015082331387
"EVPL",8.89249070142907,44.8668375434549,8.86013144357095,40.8289856952304,17.592343800389,42.3431868066525,20.543562317139,43.490707184682,14.9692006230618,36.7099579213982,20.8403839697078,31.2631455724539,32.9014898144564,29.7005761398769,23.7125559257186,39.1457312859271
"EWSR1",171.921486894295,183.285804432837,177.202628871419,154.964559343261,170.05932340376,160.51021975545,206.413888043635,171.063448259749,150.62758126956,145.922082737558,190.540653437329,163.375147830243,202.715630792296,146.381410975108,186.607505328481,173.06533831673
"EXD2",9.88054522381008,8.59152208278925,13.7824266899993,20.4144928476152,13.6829340669692,12.8014285694531,15.6522379559155,15.4633625545536,26.1961010903582,13.7662342205243,11.908790839833,22.1867484707738,9.55204543000347,18.0324926563538,12.3717683090706,14.4221115263942
"EXD3",0.988054522381008,8.59152208278925,0.984459049285661,8.35138343766077,6.84146703348461,7.87780219658651,3.91305948897886,4.832300798298,10.291325428355,8.25974053231461,5.95439541991652,12.1018628022402,8.49070704889198,9.54661375924615,12.3717683090706,11.3316590564526
"EXO1",48.4146715966694,46.7760646729637,59.0675429571397,52.8920951051849,37.1393924674879,59.0835164743988,78.2611897795773,59.9205298988952,50.5210521028336,55.0649368820974,62.5211519091234,45.3819855084009,44.5762120066829,36.0649853127077,38.1462856196343,43.2663345791826
"EXO5",8.89249070142907,8.59152208278925,8.86013144357095,15.7748353822481,18.5696962337439,6.89307692201319,6.84785410571301,18.3627430335324,6.54902527258955,10.0952384283845,14.8859885497913,21.1782599039204,9.55204543000347,11.6680834835231,14.4337296939157,14.4221115263942
"EXOC1",48.4146715966694,35.3207018959113,52.17632961214,30.6217392714228,39.0940973341978,31.511208786346,38.1523300175439,27.0608844704688,29.9384012461236,32.1212131812235,41.6807679394156,33.2801227061606,30.7788130522334,23.3361669670461,31.960401465099,30.9045246994161
"EXOC2",79.0443617904806,76.3690851803488,72.8499696471389,81.6579713904608,94.8031860354296,75.8238461421451,113.478725180387,68.6186713358316,79.5238783100159,87.1861500633208,78.3995396955675,91.7724595836551,71.1096715344703,74.2514403496923,90.7263009331843,83.4422166884235
"EXOC3",22.7252540147632,45.8214511082093,38.3939029221408,35.2613967367899,25.4111632672286,40.3737362575059,43.0436543787675,36.7254860670648,41.16530171342,37.6277068694332,36.7187717561518,42.3565198078408,30.7788130522334,26.5183715534615,39.1772663120568,30.9045246994161
"EXOC3-AS1",1.97610904476202,0.954613564754361,0.984459049285661,1.85586298614684,2.93205730006483,1.96945054914663,1.95652974448943,3.8658406386384,0,3.67099579213982,0.992399236652753,6.05093140112012,2.12267676222299,1.06073486213846,4.12392276969019,3.09045246994161
"EXOC3L1",0,0,0,0,0,0.984725274573314,0,0,0,0,0,1.00848856685335,0,0,0,0
"EXOC3L4",1.97610904476202,0,0,0,0,0.984725274573314,0.978264872244716,0.9664601596596,0,0,0,0,0,0,1.03098069242255,1.03015082331387
"EXOC4",23.7133085371442,45.8214511082093,28.5493124292842,47.3245061467444,31.2752778673582,52.1904395523856,45.9784489955017,47.3565478233204,29.9384012461236,45.8874474017478,24.8099809163188,35.2970998398674,27.5947979088989,43.4901293476769,30.9294207726765,42.2361837558687
"EXOC5",158.088723580961,183.285804432837,127.979676407136,140.117655454086,140.738750403112,191.036703267223,134.022287497526,164.298227142132,132.851655529674,142.251086945418,92.293129008706,158.332704995976,153.894065261167,152.745820147938,135.058470707354,127.73870209092
"EXOC5P1",0,1.90922712950872,0,0,0,0.984725274573314,1.95652974448943,0.9664601596596,1.87115007788273,2.75324684410487,1.98479847330551,0,1.0613383811115,1.06073486213846,0,1.03015082331387
"EXOC6",22.7252540147632,11.4553627770523,14.7668857392849,21.3424243406886,7.81881946683956,9.84725274573313,16.6305028281602,25.1279641511496,18.7115007788273,13.7662342205243,12.9011900764858,17.144305636507,14.858737335561,13.7895532078,12.3717683090706,20.6030164662774
"EXOC6B",44.4624535071453,28.6384069426308,42.3317391192834,38.9731227090836,28.3432205672934,26.5875824134795,27.391416422852,29.9602649494476,36.4874265187132,29.3679663371186,27.7871786262771,24.2037256044805,26.5334595277874,36.0649853127077,26.8054980029863,17.5125639963358
"EXOC7",121.530706252864,114.553627770523,107.306036372137,100.216601251929,111.418177402464,105.365604379345,118.370049541611,108.243537881875,107.591129478257,118.389614296509,116.110710688372,109.925253787015,116.747221922265,109.255690800262,153.61612317096,99.9246298614454
"EXOC8",18.7730359252391,13.364589906561,23.6270171828559,24.1262188199089,23.4564584005187,30.5264835117727,28.3696812950968,35.7590259074052,19.6470758177686,33.9567110772934,19.8479847330551,19.1612827702137,26.5334595277874,37.1257201748461,24.7435366181412,22.6633181129051
"EXOG",11.8566542685721,16.2284306008241,16.7358038378562,11.135177916881,10.7508767669044,11.8167032948798,19.5652974448943,11.5975219159152,20.58265085671,7.34199158427965,12.9011900764858,10.0848856685335,8.49070704889198,11.6680834835231,17.5266717711833,10.3015082331387
"EXOSC1",11.8566542685721,24.8199526836134,26.5803943307129,22.270355833762,21.5017535338088,18.709780216893,19.5652974448943,22.2285836721708,25.2605260514168,29.3679663371186,26.7947793896243,22.1867484707738,24.4107827655644,19.0932275184923,21.6505945408735,17.5125639963358
"EXOSC10",109.674051984292,115.508241335278,105.337118273566,93.7210808004153,100.667300635559,119.151758223371,106.630871074674,127.572741075067,93.5575038941364,106.458877972055,114.125912215067,82.6960624819749,109.317853254484,132.591857767308,87.6333588559166,94.7738757448761
"EXOSC10-AS1",0,0,1.96891809857132,0,0,0,0,0,0.935575038941364,0,0.992399236652753,0,0,0,0,0
"EXOSC2",70.1518710890515,43.9122239787006,51.1918705628544,46.3965746536709,43.0035070676176,54.1598901015322,51.8480382289699,42.5242470250224,57.0700773754232,46.8051963497828,36.7187717561518,53.4498940432277,50.9442422933518,62.5833568661692,57.7349187756627,61.8090493988322
"EXOSC3",39.5221808952403,42.9576104139462,43.3161981685691,40.8289856952304,35.184687600778,39.3890109829325,31.3044759118309,37.6919462267244,36.4874265187132,50.4761921419226,28.7795778629298,39.3310541072808,40.3308584822369,41.3686596234,30.9294207726765,37.0854296392993
"EXOSC4",9.88054522381008,10.500749212298,15.7513447885706,12.0631094099544,9.77352433354944,14.7708791185997,9.78264872244716,15.4633625545536,7.48460031153091,11.9307363244544,8.93159312987477,12.1018628022402,10.613383811115,11.6680834835231,5.15490346211274,11.3316590564526
"EXOSC5",21.7371994923822,20.0468848598416,25.5959352814272,23.1982873268355,21.5017535338088,13.7861538440264,28.3696812950968,20.2956633528516,21.5182258956514,14.6839831685593,20.8403839697078,10.0848856685335,35.0241665766794,15.9110229320769,15.4647103863382,24.7236197595329
"EXOSC6",22.7252540147632,34.366088331157,29.5337714785698,49.1803691328912,33.2299827340681,42.3431868066525,35.2175354008098,40.5913267057032,39.2941516355373,41.298702661573,30.7643763362353,48.4074512089609,35.0241665766794,40.3079247612615,25.7745173105637,36.0552788159855
"EXOSC7",23.7133085371442,22.9107255541047,20.6736400349989,16.7027668753215,18.5696962337439,25.6028571389062,19.5652974448943,23.1950438318304,20.58265085671,32.1212131812235,19.8479847330551,26.2207027381872,25.4721211466759,28.6398412777385,26.8054980029863,29.8743738761022
"EXOSC8",40.5102354176213,43.9122239787006,54.1452477107114,38.9731227090836,41.0488022009077,34.465384610066,46.9567138677464,35.7590259074052,40.2297266744786,30.2857152851536,56.5667564892069,35.2970998398674,40.3308584822369,35.0042504505692,34.0223628499441,39.1457312859271
"EXOSC9",63.2354894323845,66.8229495328052,63.989838203568,73.3065879528001,70.369375201556,75.8238461421451,45.9784489955017,86.981414369364,53.3277772196577,79.8441584790412,52.5971595425959,60.5093140112012,43.5148736255714,71.0692357632769,65.9827643150431,76.2311609252264
"EXPH5",8.89249070142907,10.500749212298,0.984459049285661,12.9910409030279,2.93205730006483,8.86252747115982,5.8695892334683,15.4633625545536,7.48460031153091,8.25974053231461,2.97719770995826,3.02546570056006,6.36803028666898,11.6680834835231,4.12392276969019,7.21105576319709
"EXT1",286.535811490492,249.154140400888,295.337714785698,297.866009276567,279.522795939514,257.013296663635,330.653526818714,287.038667418901,275.059061448761,286.337671786906,259.016200766368,288.427730120059,299.297423473442,282.155473328831,280.426748338933,293.592984644453
"EXT2",112.638215551435,123.145149853313,98.4459049285661,116.919368127251,117.282292002593,118.167032948798,119.348314413855,105.344157402896,115.075729789788,110.129873764195,129.011900764858,150.26479646115,131.605959257826,136.834797215861,97.9431657801421,118.467344681095
"EXTL2",41.4982899400023,37.2299290254201,48.2384934149974,32.4776022575697,15.6376389336791,23.6334065897595,36.1958002730545,34.7925657477456,32.7451263629477,24.7792215969438,44.6579656493739,35.2970998398674,23.3494443844529,24.3969018291846,32.9913821575216,26.7839214061606
"EXTL3",21.7371994923822,47.730678237718,40.3628210207121,38.0451912160102,51.7996789678121,45.2973626303724,48.9132436122358,55.0882291005972,47.7143269860095,44.0519495056779,40.6883687027629,61.5178025780545,56.2509341989093,56.2189476933384,56.7039380832402,58.7185969288906
"EYA1",0,0,0,0,0,0,0,0.9664601596596,0.935575038941364,0,0.992399236652753,0,0,0,0,0
"EYA3",29.6416356714302,26.7291798131221,15.7513447885706,13.9189723961013,23.4564584005187,24.6181318643328,27.391416422852,14.496902394894,16.8403507009445,20.190476856769,21.8327832063606,24.2037256044805,27.5947979088989,15.9110229320769,24.7435366181412,15.4522623497081
"EYA4",7.90443617904806,4.7730678237718,7.87567239428529,8.35138343766077,3.90940973341978,2.95417582371994,9.78264872244716,6.7652211176172,7.48460031153091,3.67099579213982,8.93159312987477,3.02546570056006,4.24535352444599,1.06073486213846,2.0619613848451,6.18090493988322
"EYS",0,0,0.984459049285661,0,0,0,0,0,0.935575038941364,0,0,0,1.0613383811115,1.06073486213846,3.09294207726765,0
"EZH1",33.5938537609543,27.6837933778765,24.6114762321415,23.1982873268355,31.2752778673582,19.6945054914663,35.2175354008098,24.16150399149,32.7451263629477,31.2034642331885,37.7111709928046,17.144305636507,31.8401514333449,24.3969018291846,42.2702083893245,28.8442230527884
"EZH2",116.590433640959,97.3705836049448,104.35265922428,108.56798468959,99.6899482022043,124.075384596238,108.587400819163,105.344157402896,96.3642290109605,117.471865348474,118.095509161678,116.984673754989,124.176590590045,124.1059788702,123.717683090706,104.045233154701
"EZR",253.930012251919,323.613998451728,239.223548976416,292.298420318127,259.975747272415,302.310659294007,270.979369611786,316.032472208689,242.313935085813,328.554123396514,270.924991606202,285.402264419499,243.046489274533,267.305185258892,257.745173105637,297.713587937709
"F11-AS1",0,0,1.96891809857132,0,0,0,0,0,0,0,0,0,0,0,0,0
"F11R",35.5699628057163,19.0922712950872,32.4871486264268,16.7027668753215,20.5244011004538,17.7250549423196,24.4566218061179,18.3627430335324,22.4538009345927,17.4372300126642,42.6731671760684,23.1952370376271,35.0241665766794,25.4576366913231,19.5886331560284,10.3015082331387
"F12",1.97610904476202,2.86384069426308,2.95337714785698,3.71172597229367,0,2.95417582371994,0,1.9329203193192,0,0,0,1.00848856685335,2.12267676222299,6.36440917283077,2.0619613848451,2.06030164662774
"F13A1",0,0,0.984459049285661,0,0,0,1.95652974448943,0,0,0,0,0,0,0,0,0
"F2R",58.2952168204795,59.1860410147704,32.4871486264268,77.9462454181672,61.5732033013615,66.9613186709853,60.6524220791724,70.5515916551508,56.1345023364818,55.0649368820974,48.6275625959849,77.6536196477082,62.6189644855783,76.3729100739692,58.7658994680853,60.7788985755184
"F2RL1",307.284956460493,264.427957436958,328.809322461411,244.973914171383,310.798073806872,232.395164799302,374.675446069726,214.554155444431,320.902238356888,264.311697034067,276.879387026118,285.402264419499,324.769544620118,265.183715534615,257.745173105637,224.572879482424
"F2RL2",6.91638165666705,1.90922712950872,14.7668857392849,5.56758895844051,7.81881946683956,2.95417582371994,8.80438385020244,3.8658406386384,10.291325428355,4.58874474017478,4.96199618326376,5.04244283426676,15.9200757166725,5.30367431069231,9.27882623180294,3.09045246994161
"F2RL3",0.988054522381008,0,0.984459049285661,0.927931493073419,1.95470486670989,0,1.95652974448943,0.9664601596596,0,0,0.992399236652753,0,0,0,1.03098069242255,0
"F3",688.674002099562,473.488328118163,623.162578197824,490.875759835838,555.136182145608,523.873846073003,495.980290228071,555.71459180427,626.835276090714,484.571444562457,566.659964128722,545.592314667664,345.996312242348,477.330687962308,353.626377500934,505.80405424711
"F8",10.8685997461911,3.81845425901744,4.92229524642831,6.49552045151393,3.90940973341978,2.95417582371994,10.7609135946919,1.9329203193192,3.74230015576545,3.67099579213982,5.95439541991652,2.01697713370671,2.12267676222299,8.48587889710769,6.18588415453529,3.09045246994161
"F8A1",9.88054522381008,17.1830441655785,19.6891809857132,17.630698368395,8.7961719001945,22.6486813151862,7.82611897795773,7.7316812772768,14.9692006230618,22.025974752839,13.8935893131385,17.144305636507,9.55204543000347,14.8502880699385,13.4027490014931,17.5125639963358
"F8A3",0,0,0,0,0,0,0,0,0.935575038941364,0.917748948034956,0,1.00848856685335,1.0613383811115,1.06073486213846,0,0
"FA2H",0,0,0,0,0,0,0,0,0,0,0.992399236652753,0,0,0,0,0
"FAAH",0,1.90922712950872,0.984459049285661,0.927931493073419,0,0,1.95652974448943,0.9664601596596,0.935575038941364,0,0,0,0,0,1.03098069242255,2.06030164662774
"FAAHP1",0,0,0,0,0,0,0,0,0.935575038941364,0,0,0,0,0,0,0
"FAAP100",28.6535811490492,25.7745662483677,18.7047219364276,16.7027668753215,21.5017535338088,27.5723076880528,18.5870325726496,25.1279641511496,25.2605260514168,18.3549789606991,23.8175816796661,35.2970998398674,26.5334595277874,20.1539623806308,24.7435366181412,29.8743738761022
"FAAP20",17.7849814028581,12.4099763418067,13.7824266899993,14.8469038891747,8.7961719001945,12.8014285694531,17.6087677004049,23.1950438318304,13.0980505451791,20.190476856769,15.878387786444,14.1188399359469,13.7973989544495,12.7288183456615,22.6815752332961,15.4522623497081
"FAAP24",6.91638165666705,2.86384069426308,8.86013144357095,2.78379447922026,1.95470486670989,1.96945054914663,8.80438385020244,2.8993804789788,4.67787519470682,2.75324684410487,1.98479847330551,4.03395426741341,1.0613383811115,3.18220458641538,4.12392276969019,4.12060329325548
"FABP5",8.89249070142907,7.63690851803489,8.86013144357095,9.27931493073419,6.84146703348461,6.89307692201319,7.82611897795773,11.5975219159152,12.1624755062377,10.0952384283845,8.93159312987477,14.1188399359469,13.7973989544495,12.7288183456615,13.4027490014931,16.4824131730219
"FABP5P7",1.97610904476202,3.81845425901744,0.984459049285661,2.78379447922026,1.95470486670989,3.93890109829325,2.93479461673415,0,1.87115007788273,0.917748948034956,0,4.03395426741341,4.24535352444599,0,2.0619613848451,3.09045246994161
"FABP6",0,0,0,0,0,0.984725274573314,0,0,0,0.917748948034956,0,0,0,0,1.03098069242255,0
"FADD",26.6774721042872,33.4114747664026,19.6891809857132,45.4686431605975,33.2299827340681,40.3737362575059,29.3479461673415,33.826105588086,29.9384012461236,30.2857152851536,31.7567755728881,42.3565198078408,47.7602271500174,38.1864550369846,46.3941311590147,47.386937872438
"FADS1",119.554597208102,145.101261842663,126.010758308565,160.532148301701,119.236996869303,161.494945030023,121.304844158345,145.9354841086,131.916080490732,125.731605880789,107.179117558497,108.916765220162,136.912651163383,131.531122905169,136.089451399776,105.075383978015
"FADS2",52.3668896861934,78.2783123098576,41.3472800699978,81.6579713904608,54.7317362678769,80.7474725150117,56.7393625901935,106.310617562556,52.3922021807164,66.0779242585168,63.5135511457762,80.6790853482682,78.5390402022508,65.7655614525846,61.8588415453529,56.6582952822629
"FADS3",30.6296901938112,37.2299290254201,53.1607886614257,47.3245061467444,45.9355643676824,52.1904395523856,41.0871246342781,39.6248665460436,36.4874265187132,44.0519495056779,36.7187717561518,33.2801227061606,47.7602271500174,32.8827807262923,50.5180539287049,41.2060329325548
"FAF1",50.3907806414314,67.7775630975596,73.8344286964246,47.3245061467444,61.5732033013615,60.0682417489721,74.3481302905984,57.0211494199164,83.2661784657814,55.9826858301323,80.384338168873,62.5262911449079,72.1710099155818,61.5226220040308,68.0447256998882,57.6884461055767
"FAF2",103.745724850006,88.7790615221555,115.181708766422,92.7931493073419,90.8937763020098,101.426703281051,112.500460308142,104.377697243237,109.46227955614,84.432903219216,88.323532062095,102.865833819042,104.011161348927,106.073486213846,76.2925712392686,93.7437249215622
"FAH",9.88054522381008,17.1830441655785,11.8135085914279,17.630698368395,6.84146703348461,15.755604393173,10.7609135946919,11.5975219159152,13.0980505451791,19.2727279087341,14.8859885497913,23.1952370376271,22.2881060033414,24.3969018291846,16.4956910787608,20.6030164662774
"FAHD1",6.91638165666705,13.364589906561,7.87567239428529,12.0631094099544,22.4791059671637,6.89307692201319,11.7391784669366,16.4298227142132,14.9692006230618,12.8484852724894,4.96199618326376,10.0848856685335,15.9200757166725,10.6073486213846,11.340787616648,11.3316590564526
"FAHD2A",21.7371994923822,21.9561119893503,14.7668857392849,12.9910409030279,24.4338108338736,13.7861538440264,14.6739730836707,12.5639820755748,15.9047756620032,25.6969705449788,25.8023801529716,13.1103513690936,10.613383811115,21.2146972427692,26.8054980029863,18.5427148196497
"FAHD2B",1.97610904476202,8.59152208278925,6.89121334499963,4.63965746536709,4.88676216677472,5.90835164743988,4.89132436122358,8.6981414369364,6.54902527258955,5.50649368820974,2.97719770995826,5.04244283426676,2.12267676222299,9.54661375924615,4.12392276969019,5.15075411656935
"FAHD2CP",0.988054522381008,0,1.96891809857132,0,0,0,0.978264872244716,1.9329203193192,2.80672511682409,0.917748948034956,0.992399236652753,1.00848856685335,0,1.06073486213846,0,0
"FAIM",6.91638165666705,14.3192034713154,6.89121334499963,10.2072464238076,7.81881946683956,9.84725274573313,2.93479461673415,9.664601596596,14.0336255841205,9.17748948034956,8.93159312987477,13.1103513690936,9.55204543000347,6.36440917283077,3.09294207726765,6.18090493988322
"FALEC",0,0,0,0.927931493073419,0,0,0,0,0,0,0,0,0,0,0,0
"FAM102A",26.6774721042872,32.4568612016483,18.7047219364276,33.4055337506431,31.2752778673582,31.511208786346,25.4348866783626,19.329203193192,30.873976285065,32.1212131812235,24.8099809163188,22.1867484707738,24.4107827655644,24.3969018291846,34.0223628499441,31.93467552273
"FAM102B",18.7730359252391,57.2768138852616,22.6425581335702,65.8831360082127,31.2752778673582,68.9307692201319,28.3696812950968,86.0149542097044,25.2605260514168,74.3376647908315,20.8403839697078,62.5262911449079,23.3494443844529,54.0974779690615,42.2702083893245,61.8090493988322
"FAM104A",49.4027261190504,33.4114747664026,46.2695753164261,41.7569171883038,50.8223265344571,36.4348351592126,56.7393625901935,49.2894681426396,43.9720268302441,41.298702661573,58.5515549625124,43.3650083746942,58.3736109611323,45.6115990719538,67.0137450074657,38.1155804626132
"FAM104B",3.95221808952403,6.68229495328052,1.96891809857132,9.27931493073419,0.977352433354944,5.90835164743988,8.80438385020244,3.8658406386384,4.67787519470682,7.34199158427965,2.97719770995826,7.05941996797347,7.42936866778048,3.18220458641538,9.27882623180294,4.12060329325548
"FAM106A",0,0,0,0,0,0,0,0,0.935575038941364,1.83549789606991,0,0,1.0613383811115,0,0,0
"FAM107A",0,0.954613564754361,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03015082331387
"FAM107B",319.141610729065,142.2374211484,289.430960489984,154.036627850188,275.613386206094,151.64769228429,254.348866783626,130.472121554046,261.961010903582,130.320350620964,267.947793896243,146.230842193736,227.12641355786,114.559365110954,208.258099869355,130.829154560862
