"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FRRS1",1.95358377928646,-0.762091172850376,0.657942009271664,-1.15829535447053,0.246743526520178,0.458981157546626
"FRS2",33.0148412752511,0.0868895639596539,0.174483766190099,0.497980791318936,0.618497581175923,0.788426810187781
"FRS3",6.65701065714431,-0.614345531245426,0.346456230435673,-1.77322696859248,0.07619110497088,0.207736769113138
"FRY",1.84765682451512,-0.998055249163698,0.757830617730609,-1.31698987321529,0.187842019056894,0.385955025755824
"FRYL",62.1749463034377,0.341468061877558,0.125726377133654,2.71596199351676,0.0066083503816697,0.031678993643113
"FRZB",0.244922582470469,0.702817024846603,1.90557025974127,0.368822414840809,0.712260096115367,NA
"FSCN1",27.6608910008426,-0.658387463672504,0.229987594238893,-2.86270859891957,0.00420036669380861,0.02205550093707
"FSCN1P1",0.0615453296608321,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FSCN2",0.489230934445059,0.660261891697903,1.3293922342966,0.496664471676607,0.619425680414153,0.78872038238028
"FSCN3",0.062024952290797,-0.37920415148019,3.06038250977364,-0.123907436495001,0.901388564855365,NA
"FSD1L",11.5375104187431,-0.404227267418246,0.326278570834766,-1.23890228642369,0.215381686848701,0.421886669031231
"FSIP1",0.910274309782137,0.178424952375536,1.04317399537491,0.171040452663328,0.864191957616102,0.930551277076519
"FSIP2",0.437433435591996,1.04511770426526,1.44365248499606,0.723939947547772,0.469102603691962,0.675612903075659
"FST",49.5804516816337,0.63905366077585,0.200565055469872,3.1862662181042,0.00144121912950495,0.0092469898655893
"FSTL1",254.967328464595,0.393963600431675,0.0662475058394662,5.94684426892002,2.7336125444486e-09,7.72649183133558e-08
"FSTL3",13.39844159285,0.400834804440252,0.259605137892274,1.54401722436859,0.122584159966198,0.291301845097306
"FSTL4",0.0630305354283345,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FSTL5",0.061084527084684,-0.379204151480189,3.06038250977364,-0.123907436495001,0.901388564855365,NA
"FTCD",0.0644362932764093,-0.379204151480189,3.06038250977364,-0.123907436495001,0.901388564855365,NA
"FTCDNL1",0.940732167753107,0.975359756444149,1.12336628925985,0.86824730790772,0.385258961061509,0.604548152601947
"FTH1",593.84828103336,0.217638663894148,0.0667241421457464,3.2617678833361,0.00110719763618861,0.00745183743696682
"FTH1P16",0.122613217665038,-0.739872526599981,2.61547247921893,-0.282882933190309,0.777266577802083,NA
"FTH1P2",0.562848798248634,-0.357322523565126,1.31641932035814,-0.271435186372009,0.786056342661025,0.896007385909626
"FTH1P20",0.179291759811264,0.342143797340218,2.04715824342255,0.167131094256887,0.86726690041617,NA
"FTH1P3",0.0579957183170887,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FTH1P7",0.243031224195068,-0.739871466776624,1.90965452304459,-0.387437338978485,0.698432465571254,NA
"FTH1P8",0.188006575228038,-0.379199889089699,2.01927883577718,-0.187789760567541,0.85104146285198,NA
"FTL",551.95710148159,0.587996005426102,0.0769826941679695,7.63802841380358,2.20573191973919e-14,1.57789420526497e-12
"FTLP12",0.245373768352254,-0.0185281100537922,2.16334246250945,-0.00856457559303849,0.993166540905852,NA
"FTLP2",0.0615453296608321,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FTLP3",0.120002130514189,-0.739872538767076,2.63387992571943,-0.280905948499146,0.778782538042508,NA
"FTO",30.4653126326142,-0.206770495373846,0.182134323026839,-1.13526375445103,0.256264823957674,0.469745506126614
"FTO-IT1",0.547820395056562,0.912410789842205,1.22773750349462,0.743164387538155,0.457382161314743,0.66601646717038
"FTSJ1",72.4284382453167,-0.0243989063931474,0.117695938659029,-0.207304573727325,0.835772002416979,0.916397554676688
"FTSJ3",92.4672326621609,-0.055577037938228,0.117090286240985,-0.474651140777333,0.635035648438343,0.799584896482247
"FTX",1.23876371605838,0.290973312326303,0.86679003153222,0.335690653723776,0.737104154506469,0.865791586337838
"FUBP1",94.758201062828,0.296408848258634,0.113064023324832,2.62160181056934,0.00875176177089509,0.039835011432103
"FUBP3",88.5271272565727,0.242122770238108,0.105574269156539,2.2933880781036,0.0218256723897858,0.0822865203546449
"FUCA1",45.0777971355126,-0.275957424925168,0.160738312952849,-1.71681175356194,0.086013572716174,0.226464876144007
"FUCA2",80.3123126376199,0.385571734566793,0.109394465985026,3.52459999776928,0.000424122700850995,0.00331510529946634
"FUNDC1",12.8292738773007,0.691254631827801,0.269986185762412,2.56033333659562,0.0104571807673115,0.0458965068591869
"FUNDC2",31.5781167637578,0.586551952523062,0.166685657190437,3.51891075938785,0.000433322440809744,0.00337466264509407
"FUNDC2P1",0.060403759978725,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FURIN",58.321779532983,0.379057217583141,0.159971976564175,2.36952262342697,0.0178110653921706,0.0700430619191112
"FUS",251.262503512743,-0.0747194490251008,0.0672126847877979,-1.11168671897281,0.266272872077707,0.482053613492802
"FUT1",3.84344149552639,-1.41799329014468,0.518729344194282,-2.73358988847486,0.00626480207653211,0.0303677691994805
"FUT10",4.86175949846729,0.159819652967614,0.40472455676426,0.394884991030342,0.692927767165171,0.837167682202336
"FUT11",20.3310343721522,0.412608897803401,0.240053159402499,1.71882302582644,0.0856466014863102,0.225842448335636
"FUT2",0.0615453296608321,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FUT4",12.5250996155632,0.467112134959627,0.297517526569007,1.57003232833506,0.116407590440657,0.281103974271
"FUT8",128.141227085604,0.144794736403876,0.111492633591698,1.29869330142595,0.194049203835602,0.394176646784322
"FUT8-AS1",1.15612357573209,1.8918822197383,0.975023276539666,1.94034569764585,0.0523376912148764,0.15790053884349
"FUZ",0.674765936855795,0.769930160266834,1.1455703773229,0.672093286897044,0.501524309936759,0.70157708415539
"FXN",14.4276555251371,-0.0754417439236985,0.248913423367131,-0.303084272849467,0.761825639257981,0.882391183149886
"FXR1",182.969540510374,-0.113376111161843,0.076242645416039,-1.48704324913144,0.137003388629147,0.313675978635155
"FXR2",78.1676873369755,-0.0436545134618751,0.124844060217811,-0.349672330311211,0.726584621521298,0.859490400398276
"FXYD5",87.2370384318698,-0.524289091908832,0.111909203656914,-4.68495060974764,2.80027450306733e-06,4.12549995260811e-05
"FXYD6P2",0.0630305354283345,0.342134923746382,3.06038250977364,0.111794823899869,0.910986091726001,NA
"FYB1",0.558908505526042,-2.09715433573296,1.24112937528346,-1.6897145273465,0.09108258261775,0.235697199621319
"FYCO1",29.6804992087914,-0.190507012005449,0.186052371554697,-1.02394293828951,0.305862227600395,0.524173375480154
"FYN",47.8297122250191,-0.798966621116228,0.139227478995948,-5.73856990644412,9.54793516073858e-09,2.3704158168288e-07
"FYTTD1",81.8994783836705,-0.133109823059215,0.105863617225356,-1.25737081868135,0.208619390878155,0.413484705313773
"FZD1",24.0477293611167,0.239047262913249,0.218066241588981,1.0962139814553,0.272985142424669,0.489256627323666
"FZD2",34.011924524093,0.251982189564352,0.171305006016525,1.47095636854912,0.141302916859938,0.319843559867695
"FZD3",4.60957640761944,0.638731998095683,0.463487238196871,1.37810050732049,0.168172258965372,0.358014206154539
"FZD4",12.8429113482814,-0.16857843511639,0.292440198474427,-0.576454386215756,0.564308092692398,0.751561154844943
"FZD4-DT",0.435423121612812,-1.07507962563838,1.44373669003851,-0.744650761497036,0.456482872527211,0.665518363791642
"FZD5",7.67514193293777,-0.278213864784669,0.313331981539418,-0.887920420436461,0.374583559495579,0.594513029037082
"FZD6",90.5512218084956,-0.162688180019261,0.118214010869916,-1.37621741130401,0.168754333146623,0.358758063022186
"FZD7",40.8497520769712,0.853390740705572,0.168721226790778,5.05799274304599,4.23692554387691e-07,7.48092273510481e-06
"FZD8",9.69202084869791,-1.77283055842721,0.352002511911561,-5.0364145096573,4.74332810758331e-07,8.29066844799008e-06
"FZR1",34.7668151333663,0.665342470326855,0.174761922805533,3.80713635811399,0.000140585238610173,0.00129686684219996
