"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GALNT13",7.47862913789635,0.0240188572487159,0.236603487703351,0.876445929323155,0.937081402707762
"GALNT14",8.35344139727496,-1.56011365976636,0.362110115787293,1.2434447619099e-06,1.99037213446201e-05
"GALNT16",0.424778014636273,-0.058149190454606,0.311012526394758,0.430453958804173,NA
"GALNT18",18.6870016000751,0.588089648339533,0.225191204901407,0.00162573804337736,0.0102044290212533
"GALNT2",175.314990826595,0.445046257187612,0.0817739528228406,1.80480203767835e-08,4.26695786693359e-07
"GALNT3",37.8602274681051,-0.225030104988105,0.151160241410758,0.0890001421252544,0.231908368834825
"GALNT4",0.430752382919615,-0.0174526331314831,0.304507892789901,0.79196072938008,0.899534306907908
"GALNT5",32.8741300903966,-0.198509380694196,0.155575582951792,0.141132930843833,0.31956978526774
"GALNT6",21.5085384219905,-1.04487089166746,0.216289032023584,1.29486823686576e-07,2.56716877017471e-06
"GALNT7",72.1325007134269,0.508192763414574,0.132112955602078,3.16964066736811e-05,0.000351624885545441
"GALR2",0.061084527084684,-0.0168229451230737,0.310107765253434,0.901388564855365,NA
"GALT",14.6730006508826,-0.0296107810381876,0.199136869960149,0.845502865049151,0.921244308797371
"GAMT",15.7181070760806,0.525796109003137,0.232410307067577,0.00495775915699065,0.025252360243312
"GAN",11.5377567597083,0.280998111337698,0.247367780358246,0.112149680479113,0.274203435960606
"GANAB",460.697516932857,0.0380199518796651,0.0507364031773095,0.447767588677912,0.657455433057007
"GANC",11.2715030380918,-0.0738256324899238,0.207323085496612,0.634245195032555,0.799023113490831
"GAP43",0.0663336488194686,-0.0171693781366814,0.310136516093951,0.901388564855365,NA
"GAPDH",1921.34035623148,0.207628268528624,0.0640671837369301,0.000905653887020152,0.00630957060445063
"GAPDHP1",0.920770325152171,0.13609842244192,0.335747301442842,0.165259684343859,0.353931157303097
"GAPDHP14",0.124049904581594,-0.0223619042506723,0.310642441256581,0.8089674594601,NA
"GAPDHP28",0.0643844264571169,0.016118056867879,0.31003609443852,0.910986091726001,NA
"GAPDHP32",0.11961499444913,-0.0274717991680981,0.310942300508517,0.779009445244444,NA
"GAPDHP62",1.67132137856838,-0.196397828389764,0.356131573891209,0.149477318746054,0.331593067384549
"GAPDHP71",0.124788186435842,0.0275094859413351,0.310897332056183,0.786964516472108,NA
"GAPDHP72",0.0596633477971475,0.0158059529698046,0.310012019539769,0.910986091726001,NA
"GAPLINC",0.183280528687139,-0.0387786991175927,0.312411525815218,0.636815100865346,NA
"GAPVD1",86.3532898608759,0.180673673489746,0.1202686309073,0.102313986990043,0.255886377986631
"GAR1",30.645651768264,-0.240537719540752,0.156098669063042,0.0758630591658884,0.206996514773706
"GAREM1",3.18946606540354,-0.937252459919295,0.669518183359378,0.00868596228611046,0.03961346848723
"GAREM2",0.438619887253033,0.0177083915914257,0.304521415713443,0.80822249951317,0.904866478677067
"GARNL3",2.69428853268784,-0.062589930260033,0.282142653659068,0.626053374832182,0.792879059675216
"GARRE1",27.1090369103233,-0.646665581443662,0.188195722133963,9.95464069370225e-05,0.000958712724130464
"GARS1",263.602677345631,-1.08221050049827,0.184051523493529,3.56037377269435e-10,1.19062330644463e-08
"GARS1-DT",5.28062993788991,-0.140220087626253,0.275378951494568,0.371372504370895,0.591112239437926
"GART",156.492301518008,-0.243650882410035,0.100256779319992,0.00995175135037714,0.0441529428518331
"GAS2L1",30.4484317285246,0.399847250575885,0.199432428960782,0.0147060328432863,0.0603460448844254
"GAS2L2",0.0615286905803538,-0.0168533556115274,0.310110243479204,0.901388564855365,NA
"GAS2L3",55.8766774537059,-0.57927181795388,0.177943449214071,0.000224666370428505,0.00192702094487441
"GAS5",34.3698507351158,-1.10611644249995,0.209207270753025,1.09179530577335e-08,2.67702036281318e-07
"GAS5-AS1",0.251144437628989,-0.0607010122033029,0.316690858329561,0.437609412304328,NA
"GAS6",169.735938634176,-0.0732249506178882,0.0967066844746488,0.423815119116494,0.639183166119738
"GAS6-AS1",0.127878978480301,-0.000983307648589627,0.308582221005951,0.994269103716472,NA
"GAS6-DT",8.00809118619755,-0.0110075890737002,0.217914954768166,0.942631005482484,0.975964868254694
"GAS7",0.0662959288836538,0.0162454547245391,0.310046181196973,0.910986091726001,NA
"GAS8",13.9104178182939,0.0782317532461783,0.197766600661876,0.610277220436256,0.783203577039819
"GASAL1",3.65261701434774,-0.744271680872557,0.56049555745453,0.0132073191720777,0.0553415384873472
"GASK1A",0.125468953541801,4.40272995747029e-05,0.308592329780009,0.99430439498032,NA
"GASK1B",0.494471840065305,0.16948050345789,0.373803814636365,0.0487023632801381,0.149931543389919
"GATA2",9.24999403847087,0.00740094105706998,0.212911628970394,0.962671166468017,0.987285726296419
"GATA2-AS1",3.05939327800162,0.582283983823274,0.725367661748165,0.0249685308529014,0.0913606932509259
"GATA3",13.9248826450263,0.351433722223162,0.268264163381321,0.0617000473101138,0.178130488156805
"GATA6",37.7464320457382,-0.267058562809151,0.192711981316247,0.086828719662128,0.228134981346273
"GATA6-AS1",1.77507305005187,0.122825290679794,0.310218987504254,0.325575746169637,0.544706474423414
"GATAD1",25.4062793884094,-0.00754189423231392,0.1618566602881,0.955341813073634,0.98331837790505
"GATAD2A",159.759741439985,-0.103927520345187,0.0828882834451354,0.192417068979342,0.392469735934056
